         88290065 function calls (88037980 primitive calls) in 34.109 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 box.py:56(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:43(BaseRepresenter)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 visitor.py:16(NodeVisitor)
        5    0.000    0.000    0.000    0.000 core.py:606(_parse_decls)
        5    0.000    0.000    0.000    0.000 core.py:360(add_command)
        1    0.000    0.000    0.000    0.000 validator_conditions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constructor.py:368(SafeConstructor)
        3    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       26    0.000    0.000    0.000    0.000 lexer.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:435(validate)
        1    0.000    0.000    0.000    0.000 context.py:191(raises)
       23    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        6    0.000    0.000    0.000    0.000 enum.py:967(_find_data_repr_)
       16    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        2    0.000    0.000    0.000    0.000 base.py:101(<setcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1216(ZipFile)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
       61    0.000    0.000    0.000    0.000 enum.py:1147(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:14(Parser)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 datetime.py:1315(time)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1438(NullProvider)
        1    0.000    0.000    0.000    0.000 message.py:972(MIMEPart)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 constructor.py:80(BaseConstructor)
        3    0.000    0.000    0.000    0.000 __init__.py:754(__init__)
        1    0.000    0.000    0.000    0.000 constructor.py:57(BaseConstructor)
        1    0.000    0.000    0.000    0.000 parser.py:95(Parser)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 __init__.py:216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:37(FoldedCase)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        4    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:313(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1311(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        6    0.000    0.000    0.000    0.000 glob.py:108(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1769(ZipProvider)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       21    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(TemplateError)
        1    0.000    0.000    0.000    0.000 more.py:1988(numeric_range)
       18    0.000    0.000    0.000    0.000 __init__.py:892(__bool__)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        2    0.000    0.000    0.000    0.000 parser.py:108(reset_parser)
       13    0.000    0.000    0.000    0.000 utils.py:63(pass_environment)
        1    0.000    0.000    0.000    0.000 __init__.py:1183(ResourceManager)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 plistlib.py:164(_PlistParser)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 main.py:230(composer)
        2    0.000    0.000    0.000    0.000 __init__.py:271(warn_deprecations)
        6    0.000    0.000    0.000    0.000 functional.py:45(__setattr__)
        1    0.000    0.000    0.000    0.000 idtracking.py:174(RootVisitor)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1297(_recalculate)
        5    0.000    0.000    0.000    0.000 enum.py:1150(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 tempfile.py:840(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 serializer.py:15(Serializer)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        2    0.000    0.000    0.000    0.000 tokens.py:137(__init__)
       58    0.000    0.000    0.000    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
        9    0.000    0.000    0.000    0.000 typing.py:2883(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 resolver.py:330(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2063(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 initialise.py:9(_wipe_internal_state_for_tests)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 bccache.py:186(FileSystemBytecodeCache)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
        1    0.000    0.000    0.000    0.000 core.py:388(Parameter)
        1    0.000    0.000    0.000    0.000 _winconsole.py:61(_WindowsConsoleWriter)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 comments.py:635(CommentedMap)
       16    0.000    0.000    0.000    0.000 enum.py:92(_is_single_bit)
        7    0.000    0.000    0.000    0.000 enum.py:809(__members__)
        1    0.000    0.000    0.000    0.000 traceback.py:372(StackSummary)
        5    0.000    0.000    0.000    0.000 parser.py:33(split_opt)
        1    0.000    0.000    0.000    0.000 flask_dynaconf.py:140(DynaconfConfig)
       23    0.000    0.000    0.000    0.000 overrides.py:216(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(_resolve_filename)
        3    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       11    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 compat.py:93(MutableSliceableSequence)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:11(remove_duplicates)
        4    0.000    0.000    0.000    0.000 getlimits.py:692(max)
        1    0.000    0.000    0.000    0.000 resolver.py:106(BaseResolver)
        1    0.000    0.000    0.000    0.000 representer.py:279(RoundTripRepresenter)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_MarkupEscapeHelper)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 zipfile.py:2295(Path)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1351(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 base.py:42(LazySettings)
        8    0.000    0.000    0.000    0.000 utils.py:46(pass_eval_context)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 pathlib.py:777(parent)
       17    0.000    0.000    0.000    0.000 functional.py:15(new_method_proxy)
        1    0.000    0.000    0.000    0.000 zipfile.py:1868(__del__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
       36    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
       18    0.000    0.000    0.000    0.000 typing.py:2821(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:169(DynaconfDict)
        1    0.000    0.000    0.000    0.000 threading.py:822(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        1    0.000    0.000    0.000    0.000 windows.py:12(Windows)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:351(EntryPoints)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 core.py:6505(MaskedConstant)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 extras.py:1519(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 representer.py:670(RoundTripRepresenter)
        1    0.000    0.000    0.000    0.000 serializer.py:34(Serializer)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1323(__repr__)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 comments.py:409(CommentedKeyMap)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        3    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 more.py:2812(run_length)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 compat.py:251(version_tnf)
        1    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 comments.py:21(Comment)
        1    0.000    0.000    0.000    0.000 representer.py:56(BaseRepresenter)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        3    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        3    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 comments.py:68(CommentedBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1687(_register)
        3    0.000    0.000    0.000    0.000 _compat.py:221(_make_cached_stream_func)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:3087(__init__)
        1    0.000    0.000    0.000    0.000 resolver.py:19(BaseResolver)
        1    0.000    0.000    0.000    0.000 nodes.py:69(EvalContext)
        1    0.000    0.000    0.000    0.000 environment.py:1515(TemplateModule)
        1    0.000    0.000    0.000    0.000 subprocess.py:192(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 __init__.py:549(_)
       10    0.000    0.000    0.000    0.000 __init__.py:322(_wrap_deprecated_method)
        1    0.000    0.000    0.000    0.000 core.py:6310(mvoid)
        1    0.000    0.000    0.000    0.000 main.py:1531(YAMLObject)
        1    0.000    0.000    0.000    0.000 tokens.py:13(Token)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        2    0.000    0.000    0.000    0.000 box.py:189(__setattr__)
        2    0.000    0.000    0.000    0.000 parse.py:785(__getattr__)
       11    0.000    0.000    0.000    0.000 __init__.py:2366(_cygwin_patch)
        4    0.000    0.000    0.000    0.000 selectors.py:583(_can_use)
        1    0.000    0.000    0.000    0.000 abc.py:177(InspectLoader)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 comments.py:41(Comment)
        1    0.000    0.000    0.000    0.000 comments.py:184(CommentedBase)
        1    0.000    0.000    0.000    0.000 threading.py:637(Barrier)
        5    0.000    0.000    0.000    0.000 __init__.py:370(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:16(ParserSyntaxError)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 compat.py:265(MutableSliceableSequence)
        5    0.000    0.000    0.000    0.000 inspect.py:3018(<genexpr>)
        6    0.000    0.000    0.000    0.000 glob.py:229(_ishidden)
        1    0.000    0.000    0.000    0.000 lexer.py:141(<dictcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:42(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:922(PathDistribution)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:79(<genexpr>)
        2    0.000    0.000    0.000    0.000 main.py:449(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 __init__.py:3092(Requirement)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 requirements.py:20(Requirement)
        5    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       17    0.000    0.000    0.000    0.000 enum.py:234(__init__)
        9    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
        1    0.000    0.000    0.000    0.000 visitor.py:50(NodeTransformer)
       11    0.000    0.000    0.000    0.000 async_utils.py:12(async_variant)
        1    0.000    0.000    0.000    0.000 decorators.py:54(group)
        1    0.000    0.000    0.000    0.000 functools.py:289(Throttler)
        1    0.000    0.000    0.000    0.000 __init__.py:896(MetadataPathFinder)
        2    0.000    0.000    0.000    0.000 core.py:6608(__setattr__)
        1    0.000    0.000    0.000    0.000 comments.py:967(CommentedKeyMap)
        7    0.000    0.000    0.000    0.000 enum.py:1630(_simple_enum)
        1    0.000    0.000    0.000    0.000 inspect.py:167(get_annotations)
       14    0.000    0.000    0.000    0.000 typing.py:2016(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse_conf.py:160(Formatters)
        1    0.000    0.000    0.000    0.000 core.py:472(Option)
        1    0.000    0.000    0.000    0.000 zipfile.py:344(ZipInfo)
        1    0.000    0.000    0.000    0.000 platform.py:735(_Processor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 functools.py:100(method_cache)
        1    0.000    0.000    0.000    0.000 context.py:127(ExceptionTrap)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        1    0.000    0.000    0.000    0.000 composer.py:32(Composer)
        6    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
       12    0.000    0.000    0.000    0.000 _parser.py:160(__delitem__)
        1    0.000    0.000    0.000    0.000 environment.py:1555(TemplateExpression)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:16(StreamWrapper)
        1    0.000    0.000    0.000    0.000 validator.py:34(Validator)
        1    0.000    0.000    0.000    0.000 tags.py:43(Tag)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 readers.py:53(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 __init__.py:910(_search_paths)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 extras.py:1567(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:101(__init__)
        1    0.000    0.000    0.000    0.000 scalarstring.py:24(ScalarString)
       11    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 parse_conf.py:167(Lazy)
        1    0.000    0.000    0.000    0.000 constructor.py:342(Constructor)
        1    0.000    0.000    0.000    0.000 nodes.py:875(Slice)
        1    0.000    0.000    0.000    0.000 __init__.py:1308(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 __init__.py:11(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:438(Representer)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1320(__len__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 scalarint.py:8(ScalarInt)
        1    0.000    0.000    0.000    0.000 nodes.py:831(Getitem)
       15    0.000    0.000    0.000    0.000 compat.py:14(to_text)
        1    0.000    0.000    0.000    0.000 core.py:285(MultiCommand)
        6    0.000    0.000    0.000    0.000 core.py:177(__init__)
        1    0.000    0.000    0.000    0.000 events.py:80(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1283(_find_parent_path_names)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 enum.py:797(__iter__)
        4    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 traceback.py:638(TracebackException)
        1    0.000    0.000    0.000    0.000 compat.py:14(ordereddict)
        1    0.000    0.000    0.000    0.000 utils.py:666(Cycler)
        5    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
        1    0.000    0.000    0.000    0.000 base.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        8    0.000    0.000    0.000    0.000 __init__.py:16(search_path)
        1    0.000    0.000    0.000    0.000 socket.py:663(SocketIO)
        1    0.000    0.000    0.000    0.000 __init__.py:428(Stripper)
        2    0.000    0.000    0.000    0.000 sysconfig.py:311(get_default_scheme)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 constructor.py:948(RoundTripConstructor)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        3    0.000    0.000    0.000    0.000 _parser.py:286(seek)
        3    0.000    0.000    0.000    0.000 inspect.py:1945(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 parse_conf.py:72(Del)
        3    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
        1    0.000    0.000    0.000    0.000 core.py:72(ParameterSource)
        1    0.000    0.000    0.000    0.000 _unicodefun.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:792(__init__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 __init__.py:255(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6700(_extrema_operation)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        9    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       10    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
        1    0.000    0.000    0.000    0.000 main.py:452(YAMLObject)
        1    0.000    0.000    0.000    0.000 _winconsole.py:40(Py_buffer)
        5    0.000    0.000    0.000    0.000 core.py:516(<lambda>)
        1    0.000    0.000    0.000    0.000 winterm.py:28(WinTerm)
        6    0.000    0.000    0.000    0.000 decorators.py:49(command)
        1    0.000    0.000    0.000    0.000 zipfile.py:2222(CompleteDirs)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:797(is_package)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:964(create_module)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 _adapters.py:48(SpecPath)
        1    0.000    0.000    0.000    0.000 traceback.py:247(FrameSummary)
        1    0.000    0.000    0.000    0.000 constructor.py:435(RoundTripConstructor)
        3    0.000    0.000    0.000    0.000 datetime.py:2317(_create)
        1    0.000    0.000    0.000    0.000 nodes.py:358(CallBlock)
        6    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 core.py:175(BaseCommand)
        1    0.000    0.000    0.000    0.000 utils.py:56(KeepOpenFile)
        1    0.000    0.000    0.000    0.000 parser.py:84(OptionParser)
        3    0.000    0.000    0.000    0.000 index_tricks.py:323(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 main.py:757(YAMLContextManager)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.unregister}
        1    0.000    0.000    0.000    0.000 scalarfloat.py:9(ScalarFloat)
        1    0.000    0.000    0.000    0.000 resolver.py:113(VersionedResolver)
        1    0.000    0.000    0.000    0.000 scalarbool.py:7(ScalarBoolean)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(DefaultProvider)
        1    0.000    0.000    0.000    0.000 plistlib.py:447(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 version.py:65(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        2    0.000    0.000    0.000    0.000 main.py:1521(__init__)
        1    0.000    0.000    0.000    0.000 scalarfloat.py:15(ScalarFloat)
        1    0.000    0.000    0.000    0.000 nodes.py:12(Node)
        5    0.000    0.000    0.000    0.000 constructor.py:360(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 random.py:215(__init_subclass__)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        2    0.000    0.000    0.000    0.000 functional.py:38(__init__)
        1    0.000    0.000    0.000    0.000 comments.py:157(CommentedSeq)
        1    0.000    0.000    0.000    0.000 nodes.py:391(Block)
        1    0.000    0.000    0.000    0.000 nodes.py:785(Filter)
        1    0.000    0.000    0.000    0.000 zipfile.py:802(ZipExtFile)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 readers.py:69(iterdir)
        1    0.000    0.000    0.000    0.000 __init__.py:25(Packer)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:367(errstate)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        3    0.000    0.000    0.000    0.000 contextlib.py:343(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        9    0.000    0.000    0.000    0.000 enum.py:1376(<lambda>)
        9    0.000    0.000    0.000    0.000 typing.py:2833(<listcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:352(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        5    0.000    0.000    0.000    0.000 constructor.py:194(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 scalarstring.py:9(ScalarString)
        1    0.000    0.000    0.000    0.000 _parser.py:56(Flags)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Indents)
        1    0.000    0.000    0.000    0.000 decoder.py:304(TomlDecoder)
        1    0.000    0.000    0.000    0.000 nodes.py:682(Keyword)
        1    0.000    0.000    0.000    0.000 sysconfig.py:718(get_platform)
        6    0.000    0.000    0.000    0.000 utils.py:29(pass_context)
        1    0.000    0.000    0.000    0.000 compat.py:5(is_type_checking)
        1    0.000    0.000    0.000    0.000 _compat.py:170(_AtomicFile)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 _compat.py:40(_FixupStream)
        1    0.000    0.000    0.000    0.000 flask_dynaconf.py:20(FlaskDynaconf)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:467(SelectableGroups)
        1    0.000    0.000    0.000    0.000 abc.py:43(Finder)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 comments.py:381(CommentedSeq)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 tokens.py:10(Token)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 _parser.py:88(NestedDict)
        1    0.000    0.000    0.000    0.000 nodes.py:465(Expr)
        1    0.000    0.000    0.000    0.000 nodes.py:378(With)
        1    0.000    0.000    0.000    0.000 nodes.py:668(Pair)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Formatter)
        1    0.000    0.000    0.000    0.000 types.py:169(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:285(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 more.py:2672(seekable)
        1    0.000    0.000    0.000    0.000 __init__.py:412(Deprecated)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 events.py:112(__init__)
        1    0.000    0.000    0.000    0.000 comments.py:126(LineCol)
        3    0.000    0.000    0.000    0.000 enum.py:177(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
       11    0.000    0.000    0.000    0.000 inspect.py:2748(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2075(_signature_is_functionlike)
