         88290065 function calls (88037980 primitive calls) in 34.109 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nodes.py:909(Compare)
        1    0.000    0.000    0.000    0.000 _elffile.py:31(EMachine)
       41    0.000    0.000    0.000    0.000 enum.py:750(__delattr__)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 typing.py:334(decorator)
        6    0.000    0.000    0.000    0.000 inspect.py:786(_finddoc)
        2    0.000    0.000    0.000    0.000 timestamp.py:1(<module>)
       54    0.000    0.000    0.000    0.000 _parser.py:295(checkgroupname)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6753(refer_to_array_attribute)
       94    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
        1    0.000    0.000    0.000    0.000 nodes.py:694(CondExpr)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recipes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:536(ChoiceLoader)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 core.py:501(_parse_decls)
        1    0.000    0.000    0.000    0.000 reader.py:16(Reader)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        8    0.000    0.000    0.000    0.000 resolver.py:136(add_implicit_resolver_base)
       20    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 tests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
       64    0.000    0.000    0.000    0.000 typing.py:877(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:223(EscapeFormatter)
        1    0.000    0.000    0.000    0.000 nodes.py:345(Macro)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
        1    0.000    0.000    0.000    0.000 nodes.py:317(For)
        3    0.000    0.000    0.000    0.000 main.py:190(reader)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      204    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 environment.py:1574(TemplateStream)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
      232    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      178    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 nodes.py:737(_FilterTestCommon)
        1    0.000    0.000    0.000    0.000 core.py:3115(view)
       38    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        1    0.000    0.000    0.000    0.000 sysconfig.py:109(_getuserbase)
      178    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 resolver.py:31(add_implicit_resolver_base)
       62    0.000    0.000    0.000    0.000 __init__.py:339(upperfy)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 anchor.py:1(<module>)
       44    0.000    0.000    0.000    0.000 enum.py:224(__set_name__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:723(_get_field)
       15    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       73    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 shorthand_box.py:1(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
       15    0.000    0.000    0.000    0.000 glob.py:222(has_magic)
        1    0.000    0.000    0.000    0.000 datetime.py:2297(timezone)
        1    0.000    0.000    0.000    0.000 nodes.py:1092(MarkSafeIfAutoescape)
        2    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
      400    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        1    0.000    0.000    0.000    0.000 __init__.py:264(_reset_cache)
      112    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 bccache.py:101(BytecodeCache)
       73    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 from_file.py:1(<module>)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 compiler.py:157(MacroRef)
        8    0.000    0.000    0.000    0.000 resolver.py:338(add_version_implicit_resolver)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        5    0.000    0.000    0.000    0.000 core.py:587(__init__)
        6    0.000    0.000    0.000    0.000 decorators.py:19(pass_context)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
      144    0.000    0.000    0.000    0.000 version.py:307(post)
       38    0.000    0.000    0.000    0.000 constructor.py:190(add_constructor)
       27    0.000    0.000    0.000    0.000 lexer.py:144(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:3231(__str__)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
       66    0.000    0.000    0.000    0.000 __init__.py:3140(_always_object)
        1    0.000    0.000    0.000    0.000 runtime.py:789(Undefined)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 boxing.py:31(DynaBox)
        2    0.000    0.000    0.000    0.000 __init__.py:581(<genexpr>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:775(__getattr__)
      172    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       25    0.000    0.000    0.000    0.000 config.py:12(<genexpr>)
        1    0.000    0.000    0.000    0.000 platform.py:1106(python_implementation)
        1    0.000    0.000    0.000    0.000 base.py:1247(<listcomp>)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:731(DistributionFinder)
        1    0.000    0.000    0.000    0.000 _elffile.py:21(EIClass)
        3    0.000    0.000    0.000    0.000 runtime.py:134(_dict_method_all)
        1    0.000    0.000    0.000    0.000 numeric.py:150(ones)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
      106    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 core.py:6533(__array_finalize__)
      144    0.000    0.000    0.000    0.000 version.py:262(epoch)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       92    0.000    0.000    0.000    0.000 contextlib.py:428(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 abc.py:131(TraversableResources)
        2    0.000    0.000    0.000    0.000 enum.py:1748(<listcomp>)
       18    0.000    0.000    0.000    0.000 utils.py:89(internalcode)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
      116    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       72    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 scanner.py:67(__init__)
        1    0.000    0.000    0.000    0.000 winterm.py:30(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1256(<listcomp>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        4    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 nodes.py:642(List)
       56    0.000    0.000    0.000    0.000 typing.py:440(__repr__)
        1    0.000    0.000    0.000    0.000 py_loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:72(CFUNCTYPE)
       82    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       11    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
       13    0.000    0.000    0.000    0.000 enum.py:1359(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 yaml_loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 toml_loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
        1    0.000    0.000    0.000    0.000 environment.py:292(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:2530(overload)
        3    0.000    0.000    0.000    0.000 boxing.py:12(evaluate_lazy_format)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _elffile.py:26(EIData)
        1    0.000    0.000    0.000    0.000 nodes.py:292(Template)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 nodes.py:815(Call)
      144    0.000    0.000    0.000    0.000 version.py:274(release)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 compat.py:41(with_metaclass)
        1    0.000    0.000    0.000    0.000 config_box.py:7(ConfigBox)
       32    0.000    0.000    0.000    0.000 typing.py:1001(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:6709(__init__)
        7    0.000    0.000    0.000    0.000 getlimits.py:668(__init__)
        1    0.000    0.000    0.000    0.000 lexer.py:252(Failure)
      144    0.000    0.000    0.000    0.000 version.py:318(dev)
      144    0.000    0.000    0.000    0.000 version.py:491(_parse_local_version)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:540(CloudPickler)
       14    0.000    0.000    0.000    0.000 __init__.py:3232(<genexpr>)
        1    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
      144    0.000    0.000    0.000    0.000 version.py:329(local)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       74    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      144    0.000    0.000    0.000    0.000 version.py:291(pre)
        1    0.000    0.000    0.000    0.000 __init__.py:168(get_supported_platform)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
      166    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        3    0.000    0.000    0.000    0.000 compiler.py:81(_make_unop)
       68    0.000    0.000    0.000    0.000 inspect.py:729(getmro)
        1    0.000    0.000    0.000    0.000 __init__.py:1243(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        6    0.000    0.000    0.000    0.000 inspect.py:776(_findclass)
       37    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        8    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        3    0.000    0.000    0.000    0.000 datetime.py:1677(__new__)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
       18    0.000    0.000    0.000    0.000 enum.py:801(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 inspect.py:2037(_signature_bound_method)
       10    0.000    0.000    0.000    0.000 pathlib.py:877(_make_child_relpath)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
      153    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
        1    0.000    0.000    0.000    0.000 sysconfig.py:118(joinuser)
        7    0.000    0.000    0.000    0.000 typing.py:1820(__init_subclass__)
       72    0.000    0.000    0.000    0.000 __init__.py:977(_added_new)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:29(create)
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 win32.py:118(GetConsoleScreenBufferInfo)
        1    0.000    0.000    0.000    0.000 main.py:70(YAML)
       31    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
